,main_score,task,model,prompt,is_baseline
295,0.528898,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Cluster this text:,False
296,0.373471,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Encode for clustering (eng):,False
297,0.685547,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Label the tweet's sentiment:,False
298,0.776203,STS14,Qwen/Qwen3-Embedding-0.6B,Encode for similarity in eng - SemEval STS 2014:,False
299,0.53678,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Cluster representation:,False
300,0.38299,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Encode (eng) for Touché Task 1: Argument Retrieval for Controversial Questions:,False
301,0.908452,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Assign a category to this input:,False
302,0.604336,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Assign to a cluster:,False
303,0.376208,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Cluster this text:,False
304,0.695236,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Semantic similarity of multilingual articles:,False
305,0.656777,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Assign each title to a cluster:,False
306,0.724123,STS14,Qwen/Qwen3-Embedding-0.6B,Encode this pair for similarity measurement:,False
307,0.680469,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Sentiment analysis label:,False
308,0.631133,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Eng: perform clustering on MasakhaNEWS news headlines:,False
309,0.703825,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Similarity score for article pair:,False
310,0.381814,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Cluster these medrxiv titles+abstracts (eng):,False
311,0.489453,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Determine the class for the given passage:,False
312,0.756208,STS14,Qwen/Qwen3-Embedding-0.6B,"Assess semantic similarity, language eng, dataset SemEval STS 2014:",False
313,0.742844,STS14,Qwen/Qwen3-Embedding-0.6B,"Compute text pair similarity (eng, SemEval STS 2014):",False
314,0.62527,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant passage:,False
315,0.65495,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Group the titles into clusters:,False
316,0.564728,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Cluster representation:,False
317,0.880307,STS15,Qwen/Qwen3-Embedding-0.6B,Encode pair for semantic-similarity in eng:,False
318,0.52848,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Search for documents using this query:,False
319,0.540234,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Classify the following text:,False
320,0.88406,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Passage (eng) for retrieval task:,False
321,0.591,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Query for Touché Retrieval:,False
322,0.857167,STS15,Qwen/Qwen3-Embedding-0.6B,"Measure text similarity in eng, SemEval STS 2015:",False
323,0.758867,STS14,Qwen/Qwen3-Embedding-0.6B,"Similarity score request, eng, SemEval STS 2014:",False
324,0.703778,STS22.v2,Qwen/Qwen3-Embedding-0.6B,"In eng, assess similarity of news article pair – SemEval 2022 Task 8:",False
325,0.575626,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,"Encode for clustering, language eng:",False
326,0.681711,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Measure semantic similarity:,False
327,0.809911,STS14,Qwen/Qwen3-Embedding-0.6B,Encode for semantic matching:,False
328,0.771171,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Classify this review pair:,False
330,0.87594,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Search representation (eng) for retrieval:,False
331,0.791081,STS14,Qwen/Qwen3-Embedding-0.6B,Measure semantic similarity:,False
332,0.51314,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Query (retrieval task):,False
333,0.911411,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Label the following counterfactual detection example in eng:,False
335,0.763213,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Determine the classification for this example:,False
337,0.692969,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Label this tweet with its sentiment (eng):,False
338,0.685937,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Sentiment label prediction (eng):,False
339,0.888303,STS15,Qwen/Qwen3-Embedding-0.6B,Encode for semantic matching:,False
340,0.705859,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Classify the sentiment of this tweet:,False
341,0.54526,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Encode this query for argument retrieval:,False
342,0.85342,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Encode this claim for retrieval:,False
343,0.705355,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Similarity score between texts:,False
344,0.952552,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,"Classify this review (eng, Large Movie Review Dataset):",False
345,0.796264,STS14,Qwen/Qwen3-Embedding-0.6B,Similarity score for the following texts:,False
346,0.61911,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Search representation:,False
347,0.879615,STS15,Qwen/Qwen3-Embedding-0.6B,Semantic similarity in eng (SemEval STS 2015):,False
348,0.696687,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Semantic similarity (eng) – SemEval 2022 Task 8 News:,False
349,0.789339,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Label this example:,False
351,0.383451,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Cluster the medrxiv title and abstract:,False
352,0.773273,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,"Predict the label for this instance, eng:",False
354,0.686719,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Assign sentiment category to the following tweet:,False
355,0.739888,STS14,Qwen/Qwen3-Embedding-0.6B,Assess textual similarity:,False
356,0.949044,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Assign a label to this review:,False
357,0.593827,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Cluster this text:,False
358,0.782934,STS14,Qwen/Qwen3-Embedding-0.6B,Query-Document similarity:,False
359,0.51727,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant text in eng:,False
360,0.495703,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Assign a category to this input:,False
361,0.51626,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Text to be used in retrieval:,False
362,0.700007,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Query-Document similarity:,False
363,0.66966,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Retrieve arguments for controversial question:,False
364,0.620675,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Cluster these stackexchange titles (eng):,False
365,0.51353,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Query for retrieval:,False
366,0.51618,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,MIRACL retrieval query:,False
367,0.583712,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Clustering input:,False
368,0.526439,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Cluster MasakhaNEWS headlines in eng:,False
369,0.543359,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Predict the label for the provided sentence:,False
370,0.693384,STS22.v2,Qwen/Qwen3-Embedding-0.6B,News article pair similarity:,False
371,0.631959,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Create clusters for the given titles:,False
372,0.379989,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Cluster representation for medrxiv titles+abstracts:,False
373,0.570117,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,"Assign each MasakhaNEWS article title to a cluster, eng:",False
374,0.8746,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Search representation:,False
375,0.51711,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Search representation:,False
376,0.886356,STS15,Qwen/Qwen3-Embedding-0.6B,Encode for semantic similarity:,False
377,0.51704,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Search passage for MIRACL in eng:,False
378,0.52181,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant passage:,False
379,0.946248,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Category prediction for the following eng review (Large Movie Review Dataset):,False
380,0.931236,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Label this example:,False
381,0.88429,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant documents (eng):,False
382,0.688517,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Evaluate semantic similarity (eng) on filtered SemEval 2022 Task 8 data:,False
383,0.62157,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Passage (eng) for argument retrieval:,False
384,0.549219,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Classify the following tweet in eng:,False
385,0.695312,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,"Assign a sentiment category to this text, eng:",False
386,0.695312,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,eng sentiment analysis – classify:,False
387,0.950336,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Label this movie review in eng (dataset: Large Movie Review Dataset):,False
388,0.951144,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Classify the movie review:,False
389,0.584723,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Group similar titles in eng:,False
390,0.658457,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Cluster these StackExchange titles:,False
391,0.81305,STS14,Qwen/Qwen3-Embedding-0.6B,Semantic similarity query:,False
392,0.62234,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Retrieve (eng) relevant argument for Touché Task 1:,False
393,0.372696,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Group similar texts:,False
394,0.393791,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Assign this medrxiv entry to a cluster:,False
395,0.372724,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Clustering input (eng):,False
396,0.466774,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Group similar texts:,False
397,0.876114,STS15,Qwen/Qwen3-Embedding-0.6B,Query-Document similarity:,False
398,0.392659,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Group similar medrxiv texts into one of 51 categories:,False
399,0.87956,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Query for retrieval:,False
400,0.723097,STS14,Qwen/Qwen3-Embedding-0.6B,Text pair similarity assessment:,False
401,0.600323,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Cluster representation for titles:,False
402,0.376837,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Embedding for clustering of medrxiv abstracts:,False
403,0.655953,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Assign each news article title to a cluster:,False
404,0.801398,STS14,Qwen/Qwen3-Embedding-0.6B,"Semantic similarity (eng, SemEval STS 2014):",False
405,0.864176,STS15,Qwen/Qwen3-Embedding-0.6B,SemEval STS 2015 - Semantic similarity:,False
406,0.879025,STS15,Qwen/Qwen3-Embedding-0.6B,Similarity score between texts:,False
407,0.49137,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Encode for retrieval in eng:,False
408,0.861019,STS15,Qwen/Qwen3-Embedding-0.6B,Text pair similarity assessment:,False
409,0.86592,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant passage:,False
410,0.776007,STS14,Qwen/Qwen3-Embedding-0.6B,STS 2014: compare the two sentences:,False
411,0.696554,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Encode for semantic matching:,False
412,0.674324,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Text classification (eng) – Amazon reviews:,False
414,0.937764,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Classify the following text:,False
415,0.872375,STS15,Qwen/Qwen3-Embedding-0.6B,Similarity between sentences in eng (SemEval STS 2015):,False
416,0.373969,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Cluster representation:,False
417,0.798319,STS14,Qwen/Qwen3-Embedding-0.6B,Similarity score between texts:,False
418,0.946456,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Assign a label to the text in eng – Large Movie Review Dataset:,False
419,0.62034,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Query (eng) for retrieval:,False
420,0.607421,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Cluster representation for news headlines:,False
421,0.783333,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Predict the label for the provided sentence:,False
423,0.697423,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Compute similarity in eng for SemEval 2022 Task 8 pairs:,False
424,0.372879,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Clustering input:,False
425,0.806907,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Classify the following text:,False
427,0.584445,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Clustering input (eng):,False
428,0.63677,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Search (eng) query for retrieval task:,False
429,0.693359,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Predict sentiment for the tweet:,False
430,0.566818,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,Group similar texts:,False
431,0.667642,StackExchangeClustering.v2,Qwen/Qwen3-Embedding-0.6B,"Assign each title to a cluster, language eng:",False
432,0.87373,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Query (eng) for retrieval:,False
433,0.951488,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Label this movie review:,False
434,0.715465,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Determine the class for the given passage:,False
436,0.885086,STS15,Qwen/Qwen3-Embedding-0.6B,Query similarity:,False
437,0.88022,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Text to be used in retrieval:,False
438,0.882717,STS15,Qwen/Qwen3-Embedding-0.6B,Measure semantic similarity:,False
439,0.688653,STS22.v2,Qwen/Qwen3-Embedding-0.6B,eng: measure semantic similarity of news article pair (SemEval 2022 Task 8):,False
440,0.692943,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Predict the class:,False
442,0.88134,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Passage retrieval input:,False
443,0.387893,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Assign to a cluster:,False
444,0.49272,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Encode this MIRACL query for retrieval:,False
445,0.933644,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Predict the class for the following review:,False
446,0.85531,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Encode this FEVER claim in eng for retrieval:,False
447,0.567081,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Group similar news headlines (MasakhaNEWS) in eng:,False
448,0.51865,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Query for retrieval in eng:,False
449,0.53119,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant documents for the following query:,False
450,0.47267,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Encode this input for retrieval:,False
451,0.87745,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Retrieve relevant documents for the given claim:,False
452,0.600391,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Label this example:,False
453,0.567863,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Assign to a cluster:,False
454,0.75,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Assign a counterfactual detection label:,False
456,0.70149,FEVERHardNegatives,intfloat/multilingual-e5-large-instruct,Search representation for retrieval:,False
457,0.602468,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,MasakhaNEWS headline clustering input:,False
458,0.667568,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Classify this Amazon review pair (eng):,False
460,0.45665,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Argument retrieval input:,False
461,0.640366,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,"Cluster representation for MasakhaNEWS headlines, language eng:",False
462,0.638138,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,"Assign a category to the given review pair, language eng:",False
464,0.750424,ImdbClassification,intfloat/multilingual-e5-large-instruct,Determine the class for the given passage:,False
465,0.903004,ImdbClassification,intfloat/multilingual-e5-large-instruct,Category prediction for the review:,False
466,0.590998,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Group similar MasakhaNEWS headlines:,False
467,0.374196,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Assign to a cluster (eng):,False
468,0.905224,ImdbClassification,intfloat/multilingual-e5-large-instruct,Predict the label for the provided sentence:,False
469,0.20515,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Encode this input for retrieval:,False
470,0.670511,STS22.v2,intfloat/multilingual-e5-large-instruct,Text pair similarity assessment:,False
471,0.666066,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Label the following Amazon review:,False
473,0.48447,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Search for relevant argument passage:,False
474,0.91484,ImdbClassification,intfloat/multilingual-e5-large-instruct,Encode and classify the following eng snippet from Large Movie Review Dataset:,False
475,0.650901,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Assign a category to this input:,False
477,0.47824,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Query for retrieval:,False
478,0.87638,STS15,intfloat/multilingual-e5-large-instruct,Assess semantic similarity in eng:,False
479,0.682991,STS22.v2,intfloat/multilingual-e5-large-instruct,Compare similarity between two news texts:,False
480,0.37253,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,MIRACL retrieval query in eng:,False
481,0.47378,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Text to be used in retrieval:,False
482,0.509233,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Cluster these MasakhaNEWS headlines:,False
483,0.627833,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Clustering input:,False
484,0.359624,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Group similar texts (eng):,False
485,0.869183,STS15,intfloat/multilingual-e5-large-instruct,Similarity score:,False
486,0.3662,FEVERHardNegatives,intfloat/multilingual-e5-large-instruct,Encode this input for retrieval:,False
487,0.642889,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Cluster this text:,False
488,0.360938,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Encode for clustering (eng):,False
489,0.637109,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Label the tweet's sentiment:,False
490,0.816454,STS14,intfloat/multilingual-e5-large-instruct,Encode for similarity in eng - SemEval STS 2014:,False
491,0.540855,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Cluster representation:,False
492,0.34927,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Encode (eng) for Touché Task 1: Argument Retrieval for Controversial Questions:,False
493,0.892532,ImdbClassification,intfloat/multilingual-e5-large-instruct,Assign a category to this input:,False
494,0.621084,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Assign to a cluster:,False
495,0.395146,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Cluster this text:,False
496,0.672247,STS22.v2,intfloat/multilingual-e5-large-instruct,Semantic similarity of multilingual articles:,False
497,0.645466,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Assign each title to a cluster:,False
498,0.786928,STS14,intfloat/multilingual-e5-large-instruct,Encode this pair for similarity measurement:,False
499,0.640234,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Sentiment analysis label:,False
500,0.50765,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Eng: perform clustering on MasakhaNEWS news headlines:,False
501,0.63794,STS22.v2,intfloat/multilingual-e5-large-instruct,Similarity score for article pair:,False
502,0.385678,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Cluster these medrxiv titles+abstracts (eng):,False
503,0.485156,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Determine the class for the given passage:,False
504,0.791433,STS14,intfloat/multilingual-e5-large-instruct,"Assess semantic similarity, language eng, dataset SemEval STS 2014:",False
505,0.817443,STS14,intfloat/multilingual-e5-large-instruct,"Compute text pair similarity (eng, SemEval STS 2014):",False
506,0.48915,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Retrieve relevant passage:,False
507,0.650637,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Group the titles into clusters:,False
508,0.601215,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Cluster representation:,False
509,0.88551,STS15,intfloat/multilingual-e5-large-instruct,Encode pair for semantic-similarity in eng:,False
510,0.48301,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Search for documents using this query:,False
511,0.599609,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Classify the following text:,False
512,0.6826,FEVERHardNegatives,intfloat/multilingual-e5-large-instruct,Passage (eng) for retrieval task:,False
513,0.41904,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Query for Touché Retrieval:,False
514,0.887009,STS15,intfloat/multilingual-e5-large-instruct,"Measure text similarity in eng, SemEval STS 2015:",False
515,0.820692,STS14,intfloat/multilingual-e5-large-instruct,"Similarity score request, eng, SemEval STS 2014:",False
516,0.680045,STS22.v2,intfloat/multilingual-e5-large-instruct,"In eng, assess similarity of news article pair – SemEval 2022 Task 8:",False
517,0.611239,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,"Encode for clustering, language eng:",False
518,0.684396,STS22.v2,intfloat/multilingual-e5-large-instruct,Measure semantic similarity:,False
519,0.826024,STS14,intfloat/multilingual-e5-large-instruct,Encode for semantic matching:,False
520,0.673423,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Classify this review pair:,False
522,0.75397,FEVERHardNegatives,intfloat/multilingual-e5-large-instruct,Search representation (eng) for retrieval:,False
523,0.803379,STS14,intfloat/multilingual-e5-large-instruct,Measure semantic similarity:,False
524,0.39706,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Query (retrieval task):,False
525,0.738889,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Label the following counterfactual detection example in eng:,False
527,0.681081,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Determine the classification for this example:,False
529,0.633984,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Label this tweet with its sentiment (eng):,False
530,0.639062,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Sentiment label prediction (eng):,False
531,0.883357,STS15,intfloat/multilingual-e5-large-instruct,Encode for semantic matching:,False
532,0.635156,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Classify the sentiment of this tweet:,False
533,0.45754,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Encode this query for argument retrieval:,False
534,0.51953,FEVERHardNegatives,intfloat/multilingual-e5-large-instruct,Encode this claim for retrieval:,False
535,0.648782,STS22.v2,intfloat/multilingual-e5-large-instruct,Similarity score between texts:,False
536,0.944036,ImdbClassification,intfloat/multilingual-e5-large-instruct,"Classify this review (eng, Large Movie Review Dataset):",False
537,0.805325,STS14,intfloat/multilingual-e5-large-instruct,Similarity score for the following texts:,False
538,0.49747,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Search representation:,False
539,0.883671,STS15,intfloat/multilingual-e5-large-instruct,Semantic similarity in eng (SemEval STS 2015):,False
540,0.671493,STS22.v2,intfloat/multilingual-e5-large-instruct,Semantic similarity (eng) – SemEval 2022 Task 8 News:,False
541,0.690841,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,Label this example:,False
543,0.396494,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Cluster the medrxiv title and abstract:,False
544,0.673724,AmazonCounterfactualClassification,intfloat/multilingual-e5-large-instruct,"Predict the label for this instance, eng:",False
546,0.637109,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Assign sentiment category to the following tweet:,False
547,0.796736,STS14,intfloat/multilingual-e5-large-instruct,Assess textual similarity:,False
548,0.94804,ImdbClassification,intfloat/multilingual-e5-large-instruct,Assign a label to this review:,False
549,0.651728,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Cluster this text:,False
550,0.811091,STS14,intfloat/multilingual-e5-large-instruct,Query-Document similarity:,False
551,0.47422,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Retrieve relevant text in eng:,False
552,0.528906,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Assign a category to this input:,False
553,0.32191,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Text to be used in retrieval:,False
554,0.670373,STS22.v2,intfloat/multilingual-e5-large-instruct,Query-Document similarity:,False
555,0.54304,Touche2020Retrieval.v3,intfloat/multilingual-e5-large-instruct,Retrieve arguments for controversial question:,False
556,0.666272,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Cluster these stackexchange titles (eng):,False
557,0.32745,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Query for retrieval:,False
558,0.33508,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,MIRACL retrieval query:,False
559,0.632023,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Clustering input:,False
560,0.450887,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,Cluster MasakhaNEWS headlines in eng:,False
561,0.550391,TweetSentimentClassification,intfloat/multilingual-e5-large-instruct,Predict the label for the provided sentence:,False
562,0.666153,STS22.v2,intfloat/multilingual-e5-large-instruct,News article pair similarity:,False
563,0.649513,StackExchangeClustering.v2,intfloat/multilingual-e5-large-instruct,Create clusters for the given titles:,False
564,0.38069,MedrxivClusteringP2P.v2,intfloat/multilingual-e5-large-instruct,Cluster representation for medrxiv titles+abstracts:,False
565,0.657823,MasakhaNEWSClusteringS2S,intfloat/multilingual-e5-large-instruct,"Assign each MasakhaNEWS article title to a cluster, eng:",False
566,0.58464,FEVERHardNegatives,intfloat/multilingual-e5-large-instruct,Search representation:,False
567,0.35252,MIRACLRetrievalHardNegatives.v2,intfloat/multilingual-e5-large-instruct,Search representation:,False
568,0.887911,STS15,intfloat/multilingual-e5-large-instruct,Encode for semantic similarity:,False
